URL,OK/N_OK,HREF,STATUS Code
https://nypost.com/2018/09/01/social-media-companies-beware-washington-is-watching-you/,OK,false,200
https://thenypost.files.wordpress.com/2018/09/google-ai-departure.jpg?quality=90&strip=all&w=618&h=410&crop=1,N_OK,false,200
https://native.sharethrough.com/assets/sfp.js,N_OK,true,200
https://s0.wp.com/wp-includes/js/jquery/ui/datepicker.min.js?m=1473172720h&ver=1.11.4,N_OK,false,200
https://email.nypost.com/,N_OK,false,200
https://play.google.com/store/apps/details?id=com.nypost.tablet&hl=en,N_OK,false,200
https://s0.wp.com/,N_OK,false,200
http://www.nypostreprints.com/,N_OK,false,200
https://twitter.com/nypost,N_OK,false,200
https://platform.twitter.com/widgets.js?ver=20111117,N_OK,false,200
https://s2.wp.com/wp-content/js/jquery/jquery.autoresize.js?m=1413238898h&ver=4.9.8,N_OK,false,200
https://thenypost.wordpress.com/,N_OK,false,200
https://s2.wp.com/wp-content/themes/vip/nypost-2016/static/js/show-ads.js,N_OK,true,200
https://widgets.outbrain.com/,N_OK,false,200
https://s2.wp.com/_static/?%3F-eJx9kOFOxSAMhV9IbKZ3%2Bsv4LIxbWRUooV3ufXw7t8UsGv7AOXC%2BtgC36gIXxaKQF1fTEqkIBG5o57l6BUtkvJLHhNlij0HkAf7HbnSNqIbLoZ3ivYvk%2BnI0WuXsw5d0W1RLu2mqDUWcrZmW7HS22frcPppwIJ8cWeRsNpigsG6Xh%2BhVjcgucfBKXE7GfSRPrYc2nBJHk%2FHnu35tD6osupUGmX1b4X3vUfszrT6fzR9o%2B0eYLxATTz6tgff8NoxP4%2BswXobnz2%2FPxtIX%3Fcssminify=yes,N_OK,false,200
https://nypost.com/2018/09/11/googles-top-ai-scientist-leaves-after-fracas-over-pentagon-deal/amp/,OK,false,200
https://vip.wordpress.com/?utm_source=vip_powered_wpcom&utm_medium=web&utm_campaign=VIP%20Footer%20Credit&utm_term=nypost.com,N_OK,false,200
http://www.dowjones.com/,N_OK,false,200
https://my.nypost.com/account/,N_OK,false,200
https://video.unrulymedia.com/native/native-loader.js,N_OK,true,200
https://pagesix.com/tv/,N_OK,false,200
https://s1.wp.com/wp-includes/js/jquery/ui/core.min.js?m=1473172720h&ver=1.11.4,N_OK,false,200
https://nypost.com/2018/09/11/googles-top-ai-scientist-leaves-after-fracas-over-pentagon-deal/?share=google-plus-1,OK,false,200
https://platform.twitter.com/,N_OK,false,200
https://www.googletagmanager.com/ns.html?id=GTM-TWX9Z9,N_OK,false,200
https://assets.vidora.com/newscorp/js/nypost_articles.7c7e0f416376f79f.circular.js?ver=c7a102dadc6633bac803,N_OK,false,200
https://email.nypost.com/,N_OK,false,200
http://www.wsj.com/,N_OK,false,200
https://s2.wp.com/wp-includes/js/plupload/plupload.min.js?m=1509024598h&ver=2.1.9,N_OK,false,200
https://play.google.com/store/apps/details?id=com.nypost.tablet&hl=en,N_OK,false,200
https://s2.wp.com/wp-content/themes/vip/nypost-2016/static/js/pb.min.js?m=1518205658h&ver=1.0.1,N_OK,false,200
https://s0.wp.com/,N_OK,false,200
http://www.thetimes.co.uk/tto/news/,N_OK,false,200
https://s1.wp.com/wp-content/mu-plugins/twitter-blackbird-pie/neverending.js?m=1349449263h&ver=20121005,N_OK,false,200
http://www.nypostreprints.com/,N_OK,false,200
https://s2.wp.com/wp-includes/js/jquery/jquery.spin.js?m=1370534259h&ver=1.3,N_OK,false,200
https://twitter.com/nypost,N_OK,false,200
https://s1.wp.com/wp-includes/js/jquery/ui/widget.min.js?m=1473172720h&ver=1.11.4,N_OK,false,200
https://s0.wp.com/wp-includes/js/wp-embed.min.js?m=1488818651h&ver=4.9.8,N_OK,false,200
https://nypost.com/2017/11/09/why-elizabeth-smart-is-narrating-a-movie-about-her-abduction/,OK,false,200
